DIRECCION,SUPERFICIE,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Matheu,"322","320000","21504000","994","66783","67",SEGUNDO,PARQUE PATRICIOS,"4"
MONASTERIO 100,"262","490000","32928000","1870","125679","67",SEGUNDO,PARQUE PATRICIOS,"4"
Monteagudo,"298","238000","15993600","799","53670","67",SEGUNDO,PARQUE PATRICIOS,"4"
Mutualismo,"100","125000","8400000","1250","84000","67",SEGUNDO,PARQUE PATRICIOS,"4"
PATAGONES,"450","650000","43680000","1444","97067","67",SEGUNDO,PARQUE PATRICIOS,"4"
Patagones,"448","800000","53760000","1784","119893","67",SEGUNDO,PARQUE PATRICIOS,"4"
Pedro Chutro,"123","250000","16800000","2038","136953","67",SEGUNDO,PARQUE PATRICIOS,"4"
Pichincha al 2100,"200","650000","43680000","3250","218400","67",SEGUNDO,PARQUE PATRICIOS,"4"
zavaleta al 200,"201","250000","16800000","1244","83582","67",SEGUNDO,PARQUE PATRICIOS,"4"
Zavaleta al 500,"290","490000","32928000","1690","113545","67",SEGUNDO,PARQUE PATRICIOS,"4"
"ALBERDI  JUAN B., AV.","288","600000","40320000","2083","140000","67",SEGUNDO,VELEZ SARSFIELD,"10"
Aranguren 4780 - Corazón De Floresta Holywood - L,"398","449900","30233280","1130","75963","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av Alberdi,"267","460000","30912000","1723","115775","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av Alberdi,"260","460000","30912000","1769","118892","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av B Rivadavia,"400","700000","47040000","1750","117600","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av B Rivadavia,"542","900000","60480000","1661","111587","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av B Rivadavia,"570","1000000","67200000","1754","117895","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av D Olivera,"193","400000","26880000","2073","139275","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av Rivadavia,"217","675000","45360000","3111","209032","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av. Lope de Vega,"224","290000","19488000","1295","87000","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av. Rivadavia,"271","440000","29568000","1624","109107","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av. Rivadavia,"217","640000","43008000","2949","198194","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av. Segurola 400,"278","495000","33264000","1781","119655","67",SEGUNDO,VELEZ SARSFIELD,"10"
Av. Segurola al 1100,"944","950000","63840000","1006","67627","67",SEGUNDO,VELEZ SARSFIELD,"10"
Avda. Rivadavia 8600,"391","1200000","80640000","3069","206240","67",SEGUNDO,VELEZ SARSFIELD,"10"
Bacacay,"228","290000","19488000","1272","85474","67",SEGUNDO,VELEZ SARSFIELD,"10"
Bacacay,"465","395000","26544000","849","57084","67",SEGUNDO,VELEZ SARSFIELD,"10"
BENEDETTI,"571","620000","41664000","1086","72967","67",SEGUNDO,VELEZ SARSFIELD,"10"
Benedetti 200,"264","290000","19488000","1098","73818","67",SEGUNDO,VELEZ SARSFIELD,"10"
CESAR DÍAZ,"520","330000","22176000","635","42646","67",SEGUNDO,VELEZ SARSFIELD,"10"
Cnel R L Falcon,"164","260000","17472000","1585","106537","67",SEGUNDO,VELEZ SARSFIELD,"10"
Dr L Belaustegui,"531","680000","45696000","1281","86052","67",SEGUNDO,VELEZ SARSFIELD,"10"
Dr. Luis Belaustegui,"136","170000","11424000","1250","84000","67",SEGUNDO,VELEZ SARSFIELD,"10"
DR. LUIS BELAUSTEGUI,"152","249900","16793280","1644","110482","67",SEGUNDO,VELEZ SARSFIELD,"10"
Escalada De San Martin,"420","470000","31584000","1119","75200","67",SEGUNDO,VELEZ SARSFIELD,"10"
Goya,"211","260000","17472000","1232","82806","67",SEGUNDO,VELEZ SARSFIELD,"10"
Jose Bolaños,"394","490000","32928000","1244","83574","67",SEGUNDO,VELEZ SARSFIELD,"10"
Juan Bautista Alberdi 4200,"470","799900","53753280","1702","114369","67",SEGUNDO,VELEZ SARSFIELD,"10"
Laguna,"187","179900","12089280","962","64649","67",SEGUNDO,VELEZ SARSFIELD,"10"
Magariños Cervantes,"314","285000","19152000","908","60994","67",SEGUNDO,VELEZ SARSFIELD,"10"
Marcos Paz,"478","330000","22176000","690","46393","67",SEGUNDO,VELEZ SARSFIELD,"10"
Mozart,"171","300000","20160000","1754","117895","67",SEGUNDO,VELEZ SARSFIELD,"10"
Mozart,"270","630000","42336000","2333","156800","67",SEGUNDO,VELEZ SARSFIELD,"10"
"OLIVERA, AV.","298","320000","21504000","1074","72161","67",SEGUNDO,VELEZ SARSFIELD,"10"
P Carrasco,"168","339000","22780800","2018","135600","67",SEGUNDO,VELEZ SARSFIELD,"10"
P Carrasco,"216","359000","24124800","1662","111689","67",SEGUNDO,VELEZ SARSFIELD,"10"
P Carrasco,"488","479900","32249280","983","66085","67",SEGUNDO,VELEZ SARSFIELD,"10"
Pasaje Emilio Castelar,"230","195000","13104000","848","56974","67",SEGUNDO,VELEZ SARSFIELD,"10"
Pasaje Warner,"333","292000","19622400","877","58926","67",SEGUNDO,VELEZ SARSFIELD,"10"
Pje Hungria,"205","250000","16800000","1220","81951","67",SEGUNDO,VELEZ SARSFIELD,"10"
Pje Rio Grande,"110","200000","13440000","1818","122182","67",SEGUNDO,VELEZ SARSFIELD,"10"
Ramon Falcon,"148","250000","16800000","1689","113514","67",SEGUNDO,VELEZ SARSFIELD,"10"
Rivadavia al 8900,"234","695000","46704000","2970","199590","67",SEGUNDO,VELEZ SARSFIELD,"10"
SAN BLAS,"373","520000","34944000","1394","93684","67",SEGUNDO,VELEZ SARSFIELD,"10"
San Blas 4500,"120","340000","22848000","2833","190400","67",SEGUNDO,VELEZ SARSFIELD,"10"
SANTIAGO DE LAS CARRERAS,"125","250000","16800000","2000","134400","67",SEGUNDO,VELEZ SARSFIELD,"10"
segurola 600,"284","430000","28896000","1514","101746","67",SEGUNDO,VELEZ SARSFIELD,"10"
Wagner 1100,"337","305000","20496000","905","60819","67",SEGUNDO,VELEZ SARSFIELD,"10"
Alcaraz,"155","220000","14784000","1419","95381","67",SEGUNDO,VERSALLES,"10"
Barragan,"190","260000","17472000","1368","91958","67",SEGUNDO,VERSALLES,"10"
Cortina,"218","230000","15456000","1055","70899","67",SEGUNDO,VERSALLES,"10"
Fragueiro,"160","150000","10080000","938","63000","67",SEGUNDO,VERSALLES,"10"
Fragueiro y Juan B. Justo,"276","298000","20025600","1080","72557","67",SEGUNDO,VERSALLES,"10"
gallardo al 600,"744","580000","38976000","780","52387","67",SEGUNDO,VERSALLES,"10"
Juan AgustÍn GarcÍa,"337","450000","30240000","1335","89733","67",SEGUNDO,VERSALLES,"10"
Juan B Justo 9000,"243","460000","30912000","1893","127210","67",SEGUNDO,VERSALLES,"10"
Juan B Justo 9300,"590","520000","34944000","881","59227","67",SEGUNDO,VERSALLES,"10"
Lascano,"350","350000","23520000","1000","67200","67",SEGUNDO,VERSALLES,"10"
Manuel B Gallardo,"2148","1300000","87360000","605","40670","67",SEGUNDO,VERSALLES,"10"
Roma al 900,"412","390000","26208000","947","63612","67",SEGUNDO,VERSALLES,"10"
Ruiz De Los Llanos,"180","210000","14112000","1167","78400","67",SEGUNDO,VERSALLES,"10"
Ruiz de los LLanos,"374","340000","22848000","909","61091","67",SEGUNDO,VERSALLES,"10"
Ruiz De Los Llanos,"368","420000","28224000","1141","76696","67",SEGUNDO,VERSALLES,"10"
Ruiz de los Llanos al 1000,"330","550000","36960000","1667","112000","67",SEGUNDO,VERSALLES,"10"
Viena,"225","215000","14448000","955","64168","67",SEGUNDO,VERSALLES,"10"
Andrés Lamas 1300,"364","460000","30912000","1264","84923","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Andres Lamas y Av. Gaona,"2700","2600000","174720000","963","64711","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Apolinario Figueroa,"285","560000","37632000","1965","132042","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Av Dr Juan Bautista Justo,"118","360000","24192000","3051","205017","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Av Tte Gral Donato Alvarez,"515","360000","24192000","699","46975","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Av. Boyaca 1900,"387","438000","29433600","1132","76056","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Av. Gaona,"284","895000","60144000","3151","211775","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Av. Juan B.Justo 5250,"463","570000","38304000","1231","82730","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Avenida Gaona,"384","1350000","90720000","3516","236250","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Bolivia,"224","220000","14784000","982","66000","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Bolivia 1900,"152","185000","12432000","1217","81789","67",SEGUNDO,VILLA GRAL. MITRE,"11"
BOLIVIA Nº al 1200,"248","320000","21504000","1290","86710","67",SEGUNDO,VILLA GRAL. MITRE,"11"
BOYACA 1300,"238","320000","21504000","1345","90353","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Camarones,"534","590000","39648000","1105","74247","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Camarones,"1058","750000","50400000","709","47637","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Condarco 100,"854","1980000","133056000","2319","155803","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Escalada De San Martin,"375","290000","19488000","773","51968","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Galicia,"235","340000","22848000","1447","97226","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Gaona 2400 (entre Trelles y Terrero),"1006","2950000","198240000","2932","197058","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Gavilan,"388","390000","26208000","1005","67546","67",SEGUNDO,VILLA GRAL. MITRE,"11"
JOSE GERVASIO ARTIGAS,"320","260000","17472000","812","54600","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Jose Gervasio Artigas,"346","350000","23520000","1012","67977","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Juan A. Garcia al 1900,"477","650000","43680000","1363","91572","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Juan Agustin Garcia,"95","200000","13440000","2105","141474","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Luis Viale,"207","280000","18816000","1353","90899","67",SEGUNDO,VILLA GRAL. MITRE,"11"
LUIS VIALE,"271","420000","28224000","1550","104148","67",SEGUNDO,VILLA GRAL. MITRE,"11"
M Sanchez,"740","520000","34944000","703","47222","67",SEGUNDO,VILLA GRAL. MITRE,"11"
M Sanchez,"540","570000","38304000","1056","70933","67",SEGUNDO,VILLA GRAL. MITRE,"11"
M. R. Trelles 1100,"280","570000","38304000","2036","136800","67",SEGUNDO,VILLA GRAL. MITRE,"11"
San Blas,"155","236000","15859200","1523","102317","67",SEGUNDO,VILLA GRAL. MITRE,"11"
San Blas,"418","300000","20160000","718","48230","67",SEGUNDO,VILLA GRAL. MITRE,"11"
San Blas Al,"181","180000","12096000","994","66829","67",SEGUNDO,VILLA GRAL. MITRE,"11"
San Blas al 1800,"234","350000","23520000","1496","100513","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Suiza,"210","300000","20160000","1429","96000","67",SEGUNDO,VILLA GRAL. MITRE,"11"
SUIZA 2000,"211","260000","17472000","1232","82806","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Terrero,"155","320000","21504000","2065","138735","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Terrero,"289","360000","24192000","1246","83709","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Terrero  al 1700,"300","780000","52416000","2600","174720","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Trelles,"315","450000","30240000","1429","96000","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Trelles 1200,"437","448000","30105600","1025","68892","67",SEGUNDO,VILLA GRAL. MITRE,"11"
TRELLES 1777,"296","490000","32928000","1655","111243","67",SEGUNDO,VILLA GRAL. MITRE,"11"
Trelles al 1100,"206","640000","43008000","3107","208777","67",SEGUNDO,VILLA GRAL. MITRE,"11"
TRES ARROYOS,"166","198000","13305600","1193","80154","67",SEGUNDO,VILLA GRAL. MITRE,"11"
A MargariÑos Cervantes,"448","380000","25536000","848","57000","67",SEGUNDO,VILLA LURO,"10"
Alberdi,"202","390000","26208000","1931","129743","67",SEGUNDO,VILLA LURO,"10"
Alcaraz,"300","279000","18748800","930","62496","67",SEGUNDO,VILLA LURO,"10"
Araujo al 100,"134","460000","30912000","3433","230687","67",SEGUNDO,VILLA LURO,"10"
Av Alberdi,"230","260000","17472000","1130","75965","67",SEGUNDO,VILLA LURO,"10"
Av Alberdi,"221","380000","25536000","1719","115548","67",SEGUNDO,VILLA LURO,"10"
Av Alberdi,"295","440000","29568000","1492","100231","67",SEGUNDO,VILLA LURO,"10"
Av Gdor E Castro,"168","390000","26208000","2321","156000","67",SEGUNDO,VILLA LURO,"10"
Av Lope De Vega,"170","490000","32928000","2882","193694","67",SEGUNDO,VILLA LURO,"10"
Av Lope de vega,"1212","5900000","396480000","4868","327129","67",SEGUNDO,VILLA LURO,"10"
Av. Juan B. Alberdi,"252","385000","25872000","1528","102667","67",SEGUNDO,VILLA LURO,"10"
Av. Juan B. Justo,"424","439900","29561280","1038","69720","67",SEGUNDO,VILLA LURO,"10"
Av. Lope de Vega,"227","650000","43680000","2863","192423","67",SEGUNDO,VILLA LURO,"10"
Av. Rivadavia 9500,"287","530000","35616000","1847","124098","67",SEGUNDO,VILLA LURO,"10"
BASUALDO,"678","420000","28224000","619","41628","67",SEGUNDO,VILLA LURO,"10"
Basualdo,"301","650000","43680000","2159","145116","67",SEGUNDO,VILLA LURO,"10"
Byron,"187","400000","26880000","2139","143743","67",SEGUNDO,VILLA LURO,"10"
C Donizetti,"188","235000","15792000","1252","84125","67",SEGUNDO,VILLA LURO,"10"
Cnel R L Falcon,"470","350000","23520000","745","50043","67",SEGUNDO,VILLA LURO,"10"
Cnel R L Falcon,"265","495000","33264000","1868","125525","67",SEGUNDO,VILLA LURO,"10"
Corvalan al 100,"120","585000","39312000","4875","327600","67",SEGUNDO,VILLA LURO,"10"
Dante 81,"132","480000","32256000","3636","244364","67",SEGUNDO,VILLA LURO,"10"
DEL CORRO 94,"129","249000","16732800","1930","129712","67",SEGUNDO,VILLA LURO,"10"
Domingo Albariño,"372","560000","37632000","1505","101161","67",SEGUNDO,VILLA LURO,"10"
DONIZETTI,"235","400000","26880000","1702","114383","67",SEGUNDO,VILLA LURO,"10"
Donizetti,"202","515000","34608000","2550","171327","67",SEGUNDO,VILLA LURO,"10"
Donizetti,"250","550000","36960000","2200","147840","67",SEGUNDO,VILLA LURO,"10"
Donizetti,"600","1200000","80640000","2000","134400","67",SEGUNDO,VILLA LURO,"10"
Donizetti 100,"1469","1300000","87360000","885","59469","67",SEGUNDO,VILLA LURO,"10"
Donizetti 525/27/29 Y Donizetti,"761","1100000","73920000","1445","97135","67",SEGUNDO,VILLA LURO,"10"
E Gonzalez,"225","260000","17472000","1156","77653","67",SEGUNDO,VILLA LURO,"10"
Gral M De Escalada,"152","285000","19152000","1875","126000","67",SEGUNDO,VILLA LURO,"10"
Guardia Nacional,"368","800000","53760000","2174","146087","67",SEGUNDO,VILLA LURO,"10"
HOMERO,"224","400000","26880000","1786","120000","67",SEGUNDO,VILLA LURO,"10"
HOMERO,"250","400000","26880000","1600","107520","67",SEGUNDO,VILLA LURO,"10"
Homero 400,"151","199000","13372800","1318","88562","67",SEGUNDO,VILLA LURO,"10"
Homero 400,"146","259000","17404800","1774","119211","67",SEGUNDO,VILLA LURO,"10"
Juan B Justo al 8400,"2542","4500000","302400000","1770","118961","67",SEGUNDO,VILLA LURO,"10"
Juan B. Justo  8100,"311","550000","36960000","1768","118842","67",SEGUNDO,VILLA LURO,"10"
Juan Milton,"526","460000","30912000","875","58806","67",SEGUNDO,VILLA LURO,"10"
Manzoni,"178","550000","36960000","3090","207640","67",SEGUNDO,VILLA LURO,"10"
Medina 14,"246","750000","50400000","3049","204878","67",SEGUNDO,VILLA LURO,"10"
Milton 100,"304","320000","21504000","1053","70737","67",SEGUNDO,VILLA LURO,"10"
Moliere,"370","220000","14784000","595","39957","67",SEGUNDO,VILLA LURO,"10"
Mozart,"171","270000","18144000","1579","106105","67",SEGUNDO,VILLA LURO,"10"
Pizarro,"231","259900","17465280","1125","75607","67",SEGUNDO,VILLA LURO,"10"
Pje Camoati,"160","227000","15254400","1419","95340","67",SEGUNDO,VILLA LURO,"10"
Poeta Leopardi,"317","268000","18009600","845","56813","67",SEGUNDO,VILLA LURO,"10"
Poeta Leopardi,"328","330000","22176000","1006","67610","67",SEGUNDO,VILLA LURO,"10"
PORTILLO,"175","180000","12096000","1029","69120","67",SEGUNDO,VILLA LURO,"10"
Portillo,"180","200000","13440000","1111","74667","67",SEGUNDO,VILLA LURO,"10"
Rafaela 4800,"264","230000","15456000","871","58545","67",SEGUNDO,VILLA LURO,"10"
RAMON FALCON 4900,"267","690000","46368000","2584","173663","67",SEGUNDO,VILLA LURO,"10"
Ramon L. Falcon,"195","410000","27552000","2103","141292","67",SEGUNDO,VILLA LURO,"10"
Rivadavia 8900,"217","747000","50198400","3442","231329","67",SEGUNDO,VILLA LURO,"10"
Victor Hugo,"131","170000","11424000","1298","87206","67",SEGUNDO,VILLA LURO,"10"
WHITE,"493","340000","22848000","690","46345","67",SEGUNDO,VILLA LURO,"10"
y MURATURE VILLA LURO,"1045","598000","40185600","572","38455","67",SEGUNDO,VILLA LURO,"10"
YERBAL Y VIRGILIO,"166","350000","23520000","2108","141687","67",SEGUNDO,VILLA LURO,"10"
Zelada,"658","700000","47040000","1064","71489","67",SEGUNDO,VILLA LURO,"10"
Av Gral Paz al 8900,"1320","2800000","188160000","2121","142545","67",SEGUNDO,VILLA REAL,"10"
Av. Lope de Vega al 2600,"411","750000","50400000","1825","122628","67",SEGUNDO,VILLA REAL,"10"
Baigorria 5483,"178","190000","12768000","1067","71730","67",SEGUNDO,VILLA REAL,"10"
El Nene al 2000,"150","198000","13305600","1320","88704","67",SEGUNDO,VILLA REAL,"10"
Gana,"230","200000","13440000","870","58435","67",SEGUNDO,VILLA REAL,"10"
GRAL PAZ,"287","290000","19488000","1010","67902","67",SEGUNDO,VILLA REAL,"10"
Melincué al 5500,"301","310000","20832000","1030","69209","67",SEGUNDO,VILLA REAL,"10"
Moliere,"225","280000","18816000","1244","83627","67",SEGUNDO,VILLA REAL,"10"
NAZARRE,"167","200000","13440000","1198","80479","67",SEGUNDO,VILLA REAL,"10"
PEDRO MORAN,"165","235000","15792000","1424","95709","67",SEGUNDO,VILLA REAL,"10"
ramon lista,"120","135000","9072000","1125","75600","67",SEGUNDO,VILLA REAL,"10"
Victor Hugo,"230","275000","18480000","1196","80348","67",SEGUNDO,VILLA REAL,"10"
CORRALES,"150","138000","9273600","920","61824","67",SEGUNDO,VILLA RIACHUELO,"8"
Ferre,"375","170000","11424000","453","30464","67",SEGUNDO,VILLA RIACHUELO,"8"
Ferre,"299","190000","12768000","635","42702","67",SEGUNDO,VILLA RIACHUELO,"8"
FERRE,"301","220000","14784000","731","49116","67",SEGUNDO,VILLA RIACHUELO,"8"
"GORDILLO, TIMOTEO","372","170000","11424000","457","30710","67",SEGUNDO,VILLA RIACHUELO,"8"
Gral Fructuoso Rivera,"300","200000","13440000","667","44800","67",SEGUNDO,VILLA RIACHUELO,"8"
Gral J De Madariaga al 6300,"508","290000","19488000","571","38362","67",SEGUNDO,VILLA RIACHUELO,"8"
IDEAL CONSTRUCTORES,"230","179000","12028800","778","52299","67",SEGUNDO,VILLA RIACHUELO,"8"
Itaqui,"240","180000","12096000","750","50400","67",SEGUNDO,VILLA RIACHUELO,"8"
Madariaga al 6300,"508","290000","19488000","571","38362","67",SEGUNDO,VILLA RIACHUELO,"8"
Argerich al 1800,"288","650000","43680000","2257","151667","67",SEGUNDO,VILLA SANTA RITA,"11"
Av Dr Juan Bautista Justo,"450","660000","44352000","1467","98560","67",SEGUNDO,VILLA SANTA RITA,"11"
Av Gaona,"220","680000","45696000","3091","207709","67",SEGUNDO,VILLA SANTA RITA,"11"
Av Gaona,"300","820000","55104000","2733","183680","67",SEGUNDO,VILLA SANTA RITA,"11"
Av Gaona,"375","1100000","73920000","2933","197120","67",SEGUNDO,VILLA SANTA RITA,"11"
Av Gaona 3400,"225","598000","40185600","2658","178603","67",SEGUNDO,VILLA SANTA RITA,"11"
Av Nazca,"179","560000","37632000","3128","210235","67",SEGUNDO,VILLA SANTA RITA,"11"
Av Nazca,"328","1100000","73920000","3354","225366","67",SEGUNDO,VILLA SANTA RITA,"11"
Av. Juan B. Justo al 6200,"640","1100000","73920000","1719","115500","67",SEGUNDO,VILLA SANTA RITA,"11"
Camarones,"464","670000","45024000","1444","97034","67",SEGUNDO,VILLA SANTA RITA,"11"
Campana,"242","300000","20160000","1240","83306","67",SEGUNDO,VILLA SANTA RITA,"11"
Cesar Diaz 3300,"105","215000","14448000","2048","137600","67",SEGUNDO,VILLA SANTA RITA,"11"
Claudio M Cuenca,"260","350000","23520000","1346","90462","67",SEGUNDO,VILLA SANTA RITA,"11"
Cnel J Terrada,"308","720000","48384000","2338","157091","67",SEGUNDO,VILLA SANTA RITA,"11"
Concordia,"510","390000","26208000","765","51388","67",SEGUNDO,VILLA SANTA RITA,"11"
CONCORDIA,"505","490000","32928000","970","65204","67",SEGUNDO,VILLA SANTA RITA,"11"
Concordia,"506","500000","33600000","988","66403","67",SEGUNDO,VILLA SANTA RITA,"11"
Concordia,"693","1250000","84000000","1804","121212","67",SEGUNDO,VILLA SANTA RITA,"11"
Concordia 1100,"344","475000","31920000","1381","92791","67",SEGUNDO,VILLA SANTA RITA,"11"
Concordia al 1100,"660","1100000","73920000","1667","112000","67",SEGUNDO,VILLA SANTA RITA,"11"
Condarco,"473","570000","38304000","1204","80919","67",SEGUNDO,VILLA SANTA RITA,"11"
CONDARCO 1300,"498","480000","32256000","964","64771","67",SEGUNDO,VILLA SANTA RITA,"11"
CUENCA,"286","299000","20092800","1045","70255","67",SEGUNDO,VILLA SANTA RITA,"11"
Cuenca,"367","360000","24192000","981","65918","67",SEGUNDO,VILLA SANTA RITA,"11"
Cuenca 1100,"217","280000","18816000","1290","86710","67",SEGUNDO,VILLA SANTA RITA,"11"
Cuenca al 1100,"261","450000","30240000","1724","115862","67",SEGUNDO,VILLA SANTA RITA,"11"
EMILIO LAMARCA,"614","1450000","97440000","2362","158697","67",SEGUNDO,VILLA SANTA RITA,"11"
Emilio Lamarca 1900,"421","399900","26873280","950","63832","67",SEGUNDO,VILLA SANTA RITA,"11"
Emilio Lamarca al 1200,"287","470000","31584000","1638","110049","67",SEGUNDO,VILLA SANTA RITA,"11"
Ensenada 488,"284","380000","25536000","1338","89915","67",SEGUNDO,VILLA SANTA RITA,"11"
Escalada De San Martin,"252","320000","21504000","1270","85333","67",SEGUNDO,VILLA SANTA RITA,"11"
GALICIA,"128","240000","16128000","1875","126000","67",SEGUNDO,VILLA SANTA RITA,"11"
Galicia,"171","270000","18144000","1579","106105","67",SEGUNDO,VILLA SANTA RITA,"11"
Galicia,"300","390000","26208000","1300","87360","67",SEGUNDO,VILLA SANTA RITA,"11"
Gral Alvarez Condarco,"276","584000","39244800","2116","142191","67",SEGUNDO,VILLA SANTA RITA,"11"
Gral Alvarez Condarco,"472","650000","43680000","1377","92542","67",SEGUNDO,VILLA SANTA RITA,"11"
