DIRECCION,SUPERFICIE,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
"Justo, Juan B. Avda 6900","239","320000","21504000","1339","89975","67",SEGUNDO,FLORESTA,"10"
MARCOS PAZ,"315","380000","25536000","1206","81067","67",SEGUNDO,FLORESTA,"10"
Mariano Acosta al 400,"171","215000","14448000","1257","84491","67",SEGUNDO,FLORESTA,"10"
Mercedes,"212","350000","23520000","1651","110943","67",SEGUNDO,FLORESTA,"10"
Mercedes 300,"184","199000","13372800","1082","72678","67",SEGUNDO,FLORESTA,"10"
Morón 3700,"380","540000","36288000","1421","95495","67",SEGUNDO,FLORESTA,"10"
NAZCA,"270","900000","60480000","3333","224000","67",SEGUNDO,FLORESTA,"10"
Pergamino,"404","500000","33600000","1238","83168","67",SEGUNDO,FLORESTA,"10"
Pergamino y Av. Juan Bautista Alberdi,"165","350000","23520000","2121","142545","67",SEGUNDO,FLORESTA,"10"
Pje Mar Del Plata,"163","170000","11424000","1043","70086","67",SEGUNDO,FLORESTA,"10"
REMEDIOS ESCALADA DE SAN MARTIN al 3800,"300","300000","20160000","1000","67200","67",SEGUNDO,FLORESTA,"10"
Rio Grande,"175","279900","18809280","1599","107482","67",SEGUNDO,FLORESTA,"10"
Rivadavia,"488","950000","63840000","1947","130820","67",SEGUNDO,FLORESTA,"10"
Rivadavia,"624","1200000","80640000","1923","129231","67",SEGUNDO,FLORESTA,"10"
Rivadavia 8300,"312","730000","49056000","2340","157231","67",SEGUNDO,FLORESTA,"10"
SAN BLAS 4000,"241","420000","28224000","1743","117112","67",SEGUNDO,FLORESTA,"10"
san nicolas al 200,"240","889000","59740800","3704","248920","67",SEGUNDO,FLORESTA,"10"
SANABRIA,"1208","1400000","94080000","1159","77881","67",SEGUNDO,FLORESTA,"10"
Yerbal,"313","350000","23520000","1118","75144","67",SEGUNDO,FLORESTA,"10"
Yerbal 3500,"416","550000","36960000","1322","88846","67",SEGUNDO,FLORESTA,"10"
Yerbal 3700,"1879","2250000","151200000","1197","80468","67",SEGUNDO,FLORESTA,"10"
Albariño,"179","299000","20092800","1670","112250","67",SEGUNDO,LINIERS,"9"
Andalgala,"375","375000","25200000","1000","67200","67",SEGUNDO,LINIERS,"9"
Andalgala al 1000,"373","378000","25401600","1013","68101","67",SEGUNDO,LINIERS,"9"
Av Gral Paz 11500,"228","214800","14434560","942","63309","67",SEGUNDO,LINIERS,"9"
Av Lisandro de la Torre,"197","310000","20832000","1574","105746","67",SEGUNDO,LINIERS,"9"
Av Rivadavia 10500,"439","1150000","77280000","2620","176036","67",SEGUNDO,LINIERS,"9"
CAFAYATE,"152","168000","11289600","1105","74274","67",SEGUNDO,LINIERS,"9"
CAFAYATE,"225","250000","16800000","1111","74667","67",SEGUNDO,LINIERS,"9"
Cafayate,"330","280000","18816000","848","57018","67",SEGUNDO,LINIERS,"9"
Cnel P Murguiondo,"390","350000","23520000","897","60308","67",SEGUNDO,LINIERS,"9"
Cnel P Murguiondo,"419","575000","38640000","1372","92220","67",SEGUNDO,LINIERS,"9"
DE PAULA Y RODRIGUEZ ALVES,"190","255000","17136000","1342","90189","67",SEGUNDO,LINIERS,"9"
ERCILLA,"270","260000","17472000","963","64711","67",SEGUNDO,LINIERS,"9"
Garcia De Cossio,"200","280000","18816000","1400","94080","67",SEGUNDO,LINIERS,"9"
Guamini,"147","190000","12768000","1293","86857","67",SEGUNDO,LINIERS,"9"
I Pieres,"261","290000","19488000","1111","74667","67",SEGUNDO,LINIERS,"9"
IBARROLA,"444","900000","60480000","2027","136216","67",SEGUNDO,LINIERS,"9"
Jose leon suarez,"238","230000","15456000","966","64941","67",SEGUNDO,LINIERS,"9"
Larrazabal,"90","220000","14784000","2444","164267","67",SEGUNDO,LINIERS,"9"
M Leguizamon,"1800","2500000","168000000","1389","93333","67",SEGUNDO,LINIERS,"9"
MURGUIONDO,"433","780000","52416000","1801","121053","67",SEGUNDO,LINIERS,"9"
Palmar,"275","285000","19152000","1036","69644","67",SEGUNDO,LINIERS,"9"
Paso De Humaita,"260","290000","19488000","1115","74954","67",SEGUNDO,LINIERS,"9"
PIERES,"255","320000","21504000","1255","84329","67",SEGUNDO,LINIERS,"9"
Pieres 200,"385","385000","25872000","1000","67200","67",SEGUNDO,LINIERS,"9"
Pieres 500,"260","280000","18816000","1077","72369","67",SEGUNDO,LINIERS,"9"
PILAR,"329","400000","26880000","1216","81702","67",SEGUNDO,LINIERS,"9"
Pilar y Tonelero,"208","460000","30912000","2212","148615","67",SEGUNDO,LINIERS,"9"
Pizarro,"120","196800","13224960","1640","110208","67",SEGUNDO,LINIERS,"9"
Pje A Saenz Valiente,"270","292000","19622400","1081","72676","67",SEGUNDO,LINIERS,"9"
Pje J Chavez,"148","230000","15456000","1554","104432","67",SEGUNDO,LINIERS,"9"
Pje J R Baltore,"212","215000","14448000","1014","68151","67",SEGUNDO,LINIERS,"9"
POLA,"352","630000","42336000","1790","120273","67",SEGUNDO,LINIERS,"9"
Reservistas Argentinos,"200","209000","14044800","1045","70224","67",SEGUNDO,LINIERS,"9"
RIVADAVIA,"247","385000","25872000","1559","104745","67",SEGUNDO,LINIERS,"9"
Timoteo Gordillo 1300,"306","400000","26880000","1307","87843","67",SEGUNDO,LINIERS,"9"
Tonelero,"255","260000","17472000","1020","68518","67",SEGUNDO,LINIERS,"9"
TUYU,"270","690000","46368000","2556","171733","67",SEGUNDO,LINIERS,"9"
Yerbal,"161","230000","15456000","1429","96000","67",SEGUNDO,LINIERS,"9"
Yerbal 6300,"220","269000","18076800","1223","82167","67",SEGUNDO,LINIERS,"9"
Albariño al 900,"155","310000","20832000","2000","134400","67",SEGUNDO,MATADEROS,"9"
ALBARIÑO2000,"626","395000","26544000","631","42403","67",SEGUNDO,MATADEROS,"9"
ALBERDI AV.,"418","750000","50400000","1794","120574","67",SEGUNDO,MATADEROS,"9"
ARAUJO,"335","230000","15456000","687","46137","67",SEGUNDO,MATADEROS,"9"
ARAUJO,"2019","1150000","77280000","570","38276","67",SEGUNDO,MATADEROS,"9"
"ARTIGAS, MANUEL DE","172","275000","18480000","1599","107442","67",SEGUNDO,MATADEROS,"9"
Av Alberdi,"323","599000","40252800","1854","124622","67",SEGUNDO,MATADEROS,"9"
Av Cnel M Larrazabal,"260","270000","18144000","1038","69785","67",SEGUNDO,MATADEROS,"9"
AV LARRAZABAL,"400","500000","33600000","1250","84000","67",SEGUNDO,MATADEROS,"9"
Av Larrazabal y Av Emilio Castro,"507","495000","33264000","976","65609","67",SEGUNDO,MATADEROS,"9"
Av. Gral Paz,"199","350000","23520000","1759","118191","67",SEGUNDO,MATADEROS,"9"
AVDA GRAL PAZ,"229","170000","11424000","742","49886","67",SEGUNDO,MATADEROS,"9"
avda juan bautista alberdi,"447","565000","37968000","1264","84940","67",SEGUNDO,MATADEROS,"9"
Avenida de Los Corrales,"350","235000","15792000","671","45120","67",SEGUNDO,MATADEROS,"9"
Basualdo,"373","290000","19488000","777","52247","67",SEGUNDO,MATADEROS,"9"
BASUALDO,"374","330000","22176000","882","59294","67",SEGUNDO,MATADEROS,"9"
Bragado N°5720,"650","470000","31584000","723","48591","67",SEGUNDO,MATADEROS,"9"
Cañada De Gomez 2200,"114","120000","8064000","1053","70737","67",SEGUNDO,MATADEROS,"9"
Carhue,"410","350000","23520000","854","57366","67",SEGUNDO,MATADEROS,"9"
Cnel P Murguiondo,"340","285000","19152000","839","56361","67",SEGUNDO,MATADEROS,"9"
Cnel P Murguiondo,"384","300000","20160000","781","52500","67",SEGUNDO,MATADEROS,"9"
Corvalan,"353","280000","18816000","793","53303","67",SEGUNDO,MATADEROS,"9"
Corvalan,"160","290000","19488000","1812","121800","67",SEGUNDO,MATADEROS,"9"
E Corvalan,"187","160000","10752000","856","57497","67",SEGUNDO,MATADEROS,"9"
Escalada 1600,"1057","1650000","110880000","1561","104901","67",SEGUNDO,MATADEROS,"9"
Escalada Al 1700,"170","160000","10752000","941","63247","67",SEGUNDO,MATADEROS,"9"
Eva Perón,"152","390000","26208000","2566","172421","67",SEGUNDO,MATADEROS,"9"
FONROUGE,"258","420000","28224000","1628","109395","67",SEGUNDO,MATADEROS,"9"
FONROUGE,"190","420000","28224000","2211","148547","67",SEGUNDO,MATADEROS,"9"
Francisco Bilbao,"281","130000","8736000","463","31089","67",SEGUNDO,MATADEROS,"9"
Garcia G De De Zequeira,"274","265000","17808000","967","64993","67",SEGUNDO,MATADEROS,"9"
García Grande de Zequeira al 5600,"176","220000","14784000","1250","84000","67",SEGUNDO,MATADEROS,"9"
Garzon,"355","280000","18816000","789","53003","67",SEGUNDO,MATADEROS,"9"
Gral M De Escalada,"303","650000","43680000","2145","144158","67",SEGUNDO,MATADEROS,"9"
Guamini,"139","250000","16800000","1799","120863","67",SEGUNDO,MATADEROS,"9"
Guamini,"764","500000","33600000","654","43979","67",SEGUNDO,MATADEROS,"9"
Guardia Nacional,"323","340000","22848000","1053","70737","67",SEGUNDO,MATADEROS,"9"
Jose A Miralla,"398","259000","17404800","651","43731","67",SEGUNDO,MATADEROS,"9"
Jose I Larraya,"500","490000","32928000","980","65856","67",SEGUNDO,MATADEROS,"9"
LARRAYA,"500","490000","32928000","980","65856","67",SEGUNDO,MATADEROS,"9"
Larrazabal al 1700,"253","230000","15456000","909","61091","67",SEGUNDO,MATADEROS,"9"
Lisandro de la Torre,"1650","1500001","100800067","909","61091","67",SEGUNDO,MATADEROS,"9"
M LEGUIZAMON,"500","300000","20160000","600","40320","67",SEGUNDO,MATADEROS,"9"
Manuel Artigas,"240","400000","26880000","1668","112056","67",SEGUNDO,MATADEROS,"9"
Manuel Artigas,"400","550000","36960000","1375","92400","67",SEGUNDO,MATADEROS,"9"
Manuel Artigas,"398","590000","39648000","1482","99618","67",SEGUNDO,MATADEROS,"9"
Manuel Artigas al 6600,"239","373000","25065600","1561","104877","67",SEGUNDO,MATADEROS,"9"
MARTINIANO LEGUIZAMON,"505","430000","28896000","851","57220","67",SEGUNDO,MATADEROS,"9"
MIRALLA,"155","220000","14784000","1419","95381","67",SEGUNDO,MATADEROS,"9"
Molina 1700,"170","198000","13305600","1165","78268","67",SEGUNDO,MATADEROS,"9"
Montiel,"155","225000","15120000","1452","97548","67",SEGUNDO,MATADEROS,"9"
Montiel,"160","225000","15120000","1406","94500","67",SEGUNDO,MATADEROS,"9"
MONTIEL,"378","280000","18816000","741","49778","67",SEGUNDO,MATADEROS,"9"
Montiel,"450","300000","20160000","667","44800","67",SEGUNDO,MATADEROS,"9"
MONTIEL 2866,"154","117000","7862400","760","51055","67",SEGUNDO,MATADEROS,"9"
MONTIEL 2866,"104","117000","7862400","1125","75600","67",SEGUNDO,MATADEROS,"9"
MURGUIONDO,"167","209900","14105280","1257","84463","67",SEGUNDO,MATADEROS,"9"
MURGUIONDO,"342","295000","19824000","863","57965","67",SEGUNDO,MATADEROS,"9"
Murguiondo al 2700,"210","240000","16128000","1143","76800","67",SEGUNDO,MATADEROS,"9"
Oliden,"251","220000","14784000","876","58900","67",SEGUNDO,MATADEROS,"9"
"Peron, Eva Av.","425","320000","21504000","753","50598","67",SEGUNDO,MATADEROS,"9"
PIERES,"1040","970000","65184000","933","62677","67",SEGUNDO,MATADEROS,"9"
Pizarro N°6261,"370","480000","32256000","1297","87178","67",SEGUNDO,MATADEROS,"9"
Pola 1200,"114","260000","17472000","2281","153263","67",SEGUNDO,MATADEROS,"9"
Rodo al 6800,"118","150000","10080000","1271","85424","67",SEGUNDO,MATADEROS,"9"
Saladillo,"315","210000","14112000","667","44800","67",SEGUNDO,MATADEROS,"9"
San Pedro 5374,"227","169900","11417280","748","50296","67",SEGUNDO,MATADEROS,"9"
Tandil,"403","210000","14112000","521","35017","67",SEGUNDO,MATADEROS,"9"
Tapalque,"158","159000","10684800","1006","67625","67",SEGUNDO,MATADEROS,"9"
Timoteo Gordillo,"148","180000","12096000","1216","81730","67",SEGUNDO,MATADEROS,"9"
Timoteo Gordillo,"304","650000","43680000","2138","143684","67",SEGUNDO,MATADEROS,"9"
Ulrico Schmidl,"996","450000","30240000","452","30361","67",SEGUNDO,MATADEROS,"9"
Zelada,"115","240000","16128000","2087","140243","67",SEGUNDO,MATADEROS,"9"
Zelada,"248","245000","16464000","988","66387","67",SEGUNDO,MATADEROS,"9"
Zequiera,"155","239000","16060800","1542","103618","67",SEGUNDO,MATADEROS,"9"
Alcaraz al 4100,"220","410000","27552000","1864","125236","67",SEGUNDO,MONTE CASTRO,"10"
ALLENDE,"414","490000","32928000","1184","79536","67",SEGUNDO,MONTE CASTRO,"10"
Allende y Miranda-Monte Castro,"96","210000","14112000","2188","147000","67",SEGUNDO,MONTE CASTRO,"10"
Arregui 4600,"331","340000","22848000","1027","69027","67",SEGUNDO,MONTE CASTRO,"10"
Av A Alvarez Jonte,"213","330000","22176000","1549","104113","67",SEGUNDO,MONTE CASTRO,"10"
Av A Alvarez Jonte,"161","450000","30240000","2795","187826","67",SEGUNDO,MONTE CASTRO,"10"
Av A Alvarez Jonte,"823","2200000","147840000","2673","179635","67",SEGUNDO,MONTE CASTRO,"10"
Av A Alvarez Jonte 4171/77,"395","500000","33600000","1267","85128","67",SEGUNDO,MONTE CASTRO,"10"
AV. ALVAREZ JONTE 4100,"315","599000","40252800","1902","127787","67",SEGUNDO,MONTE CASTRO,"10"
Av. Segurola,"118","265000","17808000","2246","150915","67",SEGUNDO,MONTE CASTRO,"10"
BAHIA BLANCA,"240","270000","18144000","1125","75600","67",SEGUNDO,MONTE CASTRO,"10"
BAHIA BLANCA al 2100,"218","370000","24864000","1697","114055","67",SEGUNDO,MONTE CASTRO,"10"
BAHIA BLANCA al 2300,"380","490000","32928000","1289","86653","67",SEGUNDO,MONTE CASTRO,"10"
Bermudez 1700,"115","169500","11390400","1474","99047","67",SEGUNDO,MONTE CASTRO,"10"
Bermudez 1700,"253","310000","20832000","1225","82340","67",SEGUNDO,MONTE CASTRO,"10"
Cap J G Bermudez,"246","275000","18480000","1116","75000","67",SEGUNDO,MONTE CASTRO,"10"
CERVANTES,"138","270000","18144000","1956","131421","67",SEGUNDO,MONTE CASTRO,"10"
Cervantes 1500,"464","850000","57120000","1832","123103","67",SEGUNDO,MONTE CASTRO,"10"
Chivilcoy,"209","345000","23184000","1651","110928","67",SEGUNDO,MONTE CASTRO,"10"
Chivilcoy,"248","439000","29500800","1770","118955","67",SEGUNDO,MONTE CASTRO,"10"
Cortina 1400,"375","575000","38640000","1533","103040","67",SEGUNDO,MONTE CASTRO,"10"
Dr S Segurola,"770","2000000","134400000","2598","174600","67",SEGUNDO,MONTE CASTRO,"10"
Elpidio Gonzalez,"433","390000","26208000","901","60527","67",SEGUNDO,MONTE CASTRO,"10"
Elpidio Gonzalez 4500,"495","520000","34944000","1051","70594","67",SEGUNDO,MONTE CASTRO,"10"
Fray G Arregui,"1333","1100000","73920000","825","55454","67",SEGUNDO,MONTE CASTRO,"10"
GUALEGUAYCHU,"140","300000","20160000","2143","144000","67",SEGUNDO,MONTE CASTRO,"10"
GUALEGUAYCHU,"211","340000","22848000","1611","108284","67",SEGUNDO,MONTE CASTRO,"10"
IRIGOYEN al 1300,"480","430000","28896000","896","60200","67",SEGUNDO,MONTE CASTRO,"10"
Jose M Cortina,"450","350000","23520000","778","52267","67",SEGUNDO,MONTE CASTRO,"10"
Juan A Garcia,"120","250000","16800000","2083","140000","67",SEGUNDO,MONTE CASTRO,"10"
Juan Agustin Garcia,"487","560000","37632000","1150","77273","67",SEGUNDO,MONTE CASTRO,"10"
Juan Agustín García 4600,"363","425000","28560000","1171","78678","67",SEGUNDO,MONTE CASTRO,"10"
Juan Agustin Garcia 4700,"183","340000","22848000","1858","124852","67",SEGUNDO,MONTE CASTRO,"10"
Lascano,"210","360000","24192000","1714","115200","67",SEGUNDO,MONTE CASTRO,"10"
Lascano al 4800,"1500","2400000","161280000","1600","107520","67",SEGUNDO,MONTE CASTRO,"10"
Lascano e Irigoyen,"399","500000","33600000","1253","84211","67",SEGUNDO,MONTE CASTRO,"10"
LEIPZIG,"130","174000","11692800","1338","89945","67",SEGUNDO,MONTE CASTRO,"10"
Marcos Paz,"170","209000","14044800","1229","82616","67",SEGUNDO,MONTE CASTRO,"10"
Marcos Paz,"401","345000","23184000","860","57815","67",SEGUNDO,MONTE CASTRO,"10"
Marcos Paz,"1200","1650000","110880000","1375","92400","67",SEGUNDO,MONTE CASTRO,"10"
MARCOS PAZ,"1398","2400000","161280000","1716","115341","67",SEGUNDO,MONTE CASTRO,"10"
Marcos Paz al 1800,"253","399900","26873280","1581","106218","67",SEGUNDO,MONTE CASTRO,"10"
Mercedes,"153","325000","21840000","2124","142745","67",SEGUNDO,MONTE CASTRO,"10"
Mercedes,"445","400000","26880000","899","60404","67",SEGUNDO,MONTE CASTRO,"10"
Mercedes,"271","490000","32928000","1808","121506","67",SEGUNDO,MONTE CASTRO,"10"
Mercedes,"1055","1200000","80640000","1137","76436","67",SEGUNDO,MONTE CASTRO,"10"
Mercedes  al 2200,"4233","6000000","403200000","1417","95252","67",SEGUNDO,MONTE CASTRO,"10"
MIRANDA,"449","400000","26880000","891","59866","67",SEGUNDO,MONTE CASTRO,"10"
Pasaje Alejandro Mohr,"173","265000","17808000","1532","102936","67",SEGUNDO,MONTE CASTRO,"10"
Pasaje Baltazar de Unquera,"163","189000","12700800","1160","77919","67",SEGUNDO,MONTE CASTRO,"10"
Pje Canada,"216","450000","30240000","2083","140000","67",SEGUNDO,MONTE CASTRO,"10"
R Alcaraz,"299","350000","23520000","1171","78662","67",SEGUNDO,MONTE CASTRO,"10"
R Alcaraz,"412","450000","30240000","1092","73398","67",SEGUNDO,MONTE CASTRO,"10"
R Alcaraz,"426","450000","30240000","1056","70986","67",SEGUNDO,MONTE CASTRO,"10"
San Blas,"460","543000","36489600","1180","79325","67",SEGUNDO,MONTE CASTRO,"10"
Sanabria,"291","470000","31584000","1615","108536","67",SEGUNDO,MONTE CASTRO,"10"
Sanabria,"500","550000","36960000","1100","73920","67",SEGUNDO,MONTE CASTRO,"10"
Santo Tomé,"1100","990000","66528000","900","60480","67",SEGUNDO,MONTE CASTRO,"10"
SEGUROLA,"200","400000","26880000","2000","134400","67",SEGUNDO,MONTE CASTRO,"10"
1 de Mayo 1800,"208","100000","6720000","481","32308","67",SEGUNDO,NUEVA POMPEYA,"4"
Abraham J Luppi,"175","148000","9945600","846","56832","67",SEGUNDO,NUEVA POMPEYA,"4"
Abraham J Luppi 1300,"440","350000","23520000","795","53455","67",SEGUNDO,NUEVA POMPEYA,"4"
Almafuerte,"1335","4000000","268800000","2996","201348","67",SEGUNDO,NUEVA POMPEYA,"4"
Amancio Alcorta,"222","198000","13305600","892","59935","67",SEGUNDO,NUEVA POMPEYA,"4"
Anibal Arbeletche,"168","230000","15456000","1369","92000","67",SEGUNDO,NUEVA POMPEYA,"4"
Av Saenz,"284","450000","30240000","1585","106479","67",SEGUNDO,NUEVA POMPEYA,"4"
Av. Almafuerte 300,"279","490000","32928000","1756","118022","67",SEGUNDO,NUEVA POMPEYA,"4"
Av. Saenz,"892","3100000","208320000","3477","233668","67",SEGUNDO,NUEVA POMPEYA,"4"
Av. Saenz al 1400,"3400","2650000","178080000","779","52376","67",SEGUNDO,NUEVA POMPEYA,"4"
Beazley,"501","395000","26544000","788","52982","67",SEGUNDO,NUEVA POMPEYA,"4"
Cachi,"153","135000","9072000","882","59294","67",SEGUNDO,NUEVA POMPEYA,"4"
CACHI,"424","240000","16128000","566","38031","67",SEGUNDO,NUEVA POMPEYA,"4"
Carlos M. Ramirez 1500,"360","225000","15120000","625","42000","67",SEGUNDO,NUEVA POMPEYA,"4"
CHICLANA,"333","330000","22176000","992","66671","67",SEGUNDO,NUEVA POMPEYA,"4"
CHICLANA,"1225","1300000","87360000","1061","71314","67",SEGUNDO,NUEVA POMPEYA,"4"
CHICLANA 3929 -,"550","1750000","117600000","3182","213818","67",SEGUNDO,NUEVA POMPEYA,"4"
CHICLANA 3940 -,"1557","1630000","109536000","1047","70351","67",SEGUNDO,NUEVA POMPEYA,"4"
Cnel D Trole,"330","330000","22176000","1000","67200","67",SEGUNDO,NUEVA POMPEYA,"4"
Dekay,"262","260000","17472000","992","66687","67",SEGUNDO,NUEVA POMPEYA,"4"
Del Barco Centenera,"218","120000","8064000","550","36991","67",SEGUNDO,NUEVA POMPEYA,"4"
Diogenes Taborda,"1000","1600000","107520000","1600","107520","67",SEGUNDO,NUEVA POMPEYA,"4"
E SALVIGNY,"162","195000","13104000","1204","80889","67",SEGUNDO,NUEVA POMPEYA,"4"
E. Cnel. Bonorino al 3200,"253","180000","12096000","711","47810","67",SEGUNDO,NUEVA POMPEYA,"4"
Einstein,"2013","1000000","67200000","497","33383","67",SEGUNDO,NUEVA POMPEYA,"4"
Enrique Ochoa,"98","85000","5712000","867","58286","67",SEGUNDO,NUEVA POMPEYA,"4"
Famatina,"219","260000","17472000","1187","79781","67",SEGUNDO,NUEVA POMPEYA,"4"
Fructuoso Rivera,"346","195000","13104000","564","37873","67",SEGUNDO,NUEVA POMPEYA,"4"
General Juan José Valle,"132","93000","6249600","705","47345","67",SEGUNDO,NUEVA POMPEYA,"4"
MOM 2742/2754,"364","150000","10080000","412","27692","67",SEGUNDO,NUEVA POMPEYA,"4"
Pepiri,"89","159000","10684800","1787","120054","67",SEGUNDO,NUEVA POMPEYA,"4"
Pepiri,"352","189000","12700800","537","36082","67",SEGUNDO,NUEVA POMPEYA,"4"
Pepiri 1100,"300","170000","11424000","567","38080","67",SEGUNDO,NUEVA POMPEYA,"4"
QUILMES,"300","189000","12700800","630","42336","67",SEGUNDO,NUEVA POMPEYA,"4"
RAULET,"347","430000","28896000","1239","83274","67",SEGUNDO,NUEVA POMPEYA,"4"
Rio Cuarto,"152","90000","6048000","592","39789","67",SEGUNDO,NUEVA POMPEYA,"4"
Rio Cuarto,"160","115000","7728000","719","48300","67",SEGUNDO,NUEVA POMPEYA,"4"
Saenz,"878","2200000","147840000","2506","168383","67",SEGUNDO,NUEVA POMPEYA,"4"
Saenz,"876","2200000","147840000","2511","168767","67",SEGUNDO,NUEVA POMPEYA,"4"
Traful,"315","345000","23184000","1095","73600","67",SEGUNDO,NUEVA POMPEYA,"4"
Traful  3700,"300","345000","23184000","1150","77280","67",SEGUNDO,NUEVA POMPEYA,"4"
Uspallata,"160","140000","9408000","875","58800","67",SEGUNDO,NUEVA POMPEYA,"4"
Uspallata,"1335","4500000","302400000","3371","226517","67",SEGUNDO,NUEVA POMPEYA,"4"
USPALLATA 4166,"362","280000","18816000","773","51978","67",SEGUNDO,NUEVA POMPEYA,"4"
15 DE NOVIEMBRE DE 1889,"346","450000","30240000","1301","87399","67",SEGUNDO,PARQUE PATRICIOS,"4"
Alberti,"113","249000","16732800","2204","148078","67",SEGUNDO,PARQUE PATRICIOS,"4"
Arriola,"255","400000","26880000","1569","105412","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av Brasil al 1800,"274","550000","36960000","2007","134891","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av Caseros al 2000,"790","2000000","134400000","2532","170127","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av Entre Rios,"360","661500","44452800","1838","123480","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av Jujuy,"91","280000","18816000","3068","206203","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av Jujuy,"201","900000","60480000","4478","300896","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av Velez Sardfield 41,"400","800000","53760000","2000","134400","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av. Chiclana,"557","1300000","87360000","2334","156840","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av. Colonia,"123","295000","19824000","2398","161171","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av. Colonia,"225","350000","23520000","1556","104533","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av. Entre Rios,"240","245000","16464000","1021","68600","67",SEGUNDO,PARQUE PATRICIOS,"4"
Av. Velez Sarsfield,"1927","2700000","181440000","1401","94157","67",SEGUNDO,PARQUE PATRICIOS,"4"
avenida chiclana al 3000,"140","385000","25872000","2750","184800","67",SEGUNDO,PARQUE PATRICIOS,"4"
Brasil,"178","230000","15456000","1292","86831","67",SEGUNDO,PARQUE PATRICIOS,"4"
Brasil,"341","545000","36624000","1598","107402","67",SEGUNDO,PARQUE PATRICIOS,"4"
Brasil  al 3098,"315","265000","17808000","841","56533","67",SEGUNDO,PARQUE PATRICIOS,"4"
Catamarca,"103","310000","20832000","3010","202252","67",SEGUNDO,PARQUE PATRICIOS,"4"
CATULO CASTILLO,"970","2300000","154560000","2371","159340","67",SEGUNDO,PARQUE PATRICIOS,"4"
Chiclana Av.,"171","650000","43680000","3801","255439","67",SEGUNDO,PARQUE PATRICIOS,"4"
colonia 200,"328","780000","52416000","2378","159805","67",SEGUNDO,PARQUE PATRICIOS,"4"
Colonia al 300,"299","650000","43680000","2174","146087","67",SEGUNDO,PARQUE PATRICIOS,"4"
Cortejarena,"262","180000","12096000","687","46168","67",SEGUNDO,PARQUE PATRICIOS,"4"
Dean Funes,"243","420000","28224000","1728","116148","67",SEGUNDO,PARQUE PATRICIOS,"4"
DEAN FUNES,"554","980000","65856000","1769","118874","67",SEGUNDO,PARQUE PATRICIOS,"4"
Dean Funes al 1700,"188","255000","17136000","1356","91149","67",SEGUNDO,PARQUE PATRICIOS,"4"
Dean Funes al 2000,"460","500000","33600000","1087","73043","67",SEGUNDO,PARQUE PATRICIOS,"4"
Dr. Pedro Chutro,"287","250000","16800000","871","58537","67",SEGUNDO,PARQUE PATRICIOS,"4"
Elia,"153","148000","9945600","967","65004","67",SEGUNDO,PARQUE PATRICIOS,"4"
Elia,"569","490000","32928000","861","57870","67",SEGUNDO,PARQUE PATRICIOS,"4"
Famatina,"173","110000","7392000","636","42728","67",SEGUNDO,PARQUE PATRICIOS,"4"
Famatina,"340","215000","14448000","632","42494","67",SEGUNDO,PARQUE PATRICIOS,"4"
Famatina,"195","310000","20832000","1590","106831","67",SEGUNDO,PARQUE PATRICIOS,"4"
FAMATINA 3565,"451","329000","22108800","729","49022","67",SEGUNDO,PARQUE PATRICIOS,"4"
Finochieto  2086,"192","250000","16800000","1302","87500","67",SEGUNDO,PARQUE PATRICIOS,"4"
Grito de Asencio al 3300,"650","270000","18144000","415","27914","67",SEGUNDO,PARQUE PATRICIOS,"4"
Grito de Asencio e Iguazú,"314","180000","12096000","573","38522","67",SEGUNDO,PARQUE PATRICIOS,"4"
INCLAN,"449","220000","14784000","490","32949","67",SEGUNDO,PARQUE PATRICIOS,"4"
Inclan,"403","389000","26140800","965","64866","67",SEGUNDO,PARQUE PATRICIOS,"4"
Inclan al 2700,"165","220000","14784000","1333","89600","67",SEGUNDO,PARQUE PATRICIOS,"4"
J Rondeau,"133","150000","10080000","1128","75789","67",SEGUNDO,PARQUE PATRICIOS,"4"
Los Patos,"160","130000","8736000","812","54600","67",SEGUNDO,PARQUE PATRICIOS,"4"
Los Patos al 3200,"191","350000","23520000","1832","123141","67",SEGUNDO,PARQUE PATRICIOS,"4"
Luna,"450","420000","28224000","933","62720","67",SEGUNDO,PARQUE PATRICIOS,"4"
Luna 100,"400","650000","43680000","1625","109200","67",SEGUNDO,PARQUE PATRICIOS,"4"
Manuel Garcia,"180","190000","12768000","1056","70933","67",SEGUNDO,PARQUE PATRICIOS,"4"
Manuel García al 300,"395","430000","28896000","1089","73154","67",SEGUNDO,PARQUE PATRICIOS,"4"
MATHEU,"304","300000","20160000","987","66316","67",SEGUNDO,PARQUE PATRICIOS,"4"
